rank;finalWorth;personName;age;country;city;source;industries;countryOfCitizenship;organization;selfMade;gender;lastName;firstName;title;birthYear;birthMonth;cpi_country;gdp_country_trillions;gross_tertiary_education_enrollment;gross_primary_education_enrollment_country;life_expectancy_country;tax_revenue_country_country;total_tax_rate_country;population_country;latitude_country;longitude_country
118;14800;Charoen Sirivadhanabhakdi;78;Thailand;Bangkok;Alcohol, real estate;Food & Beverage;Thailand;;TRUE;M;Sirivadhanabhakdi;Charoen;;1944;5;113,27;.543649976Trillions;49,3;99,8;76,9;14,9;29,5;69625582;15,870032;100,992541
119;14700;Charlene de Carvalho-Heineken & family;68;United Kingdom;London;Heineken;Food & Beverage;Netherlands;;FALSE;F;de Carvalho-Heineken;Charlene;;1954;6;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
120;14600;Xu Hang;60;China;Shenzhen;Medical devices;Healthcare;Hong Kong;;TRUE;M;Xu;Hang;;1962;5;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
121;14500;Wei Jianjun & family;59;China;Baoding;Automobiles;Automotive;China;;TRUE;M;Wei;Jianjun;;1964;3;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
122;14400;Alisher Usmanov;69;Uzbekistan;Tashkent;Steel, telecom, investments;Metals & Mining;Russia;Metalloinvest;TRUE;M;Usmanov;Alisher;Founder;1953;9;;.057921286Trillions;10,1;104,2;71,6;14,8;31,6;33580650;41,377491;64,585262
123;14300;Goh Cheng Liang;95;Singapore;Singapore;Paints;Manufacturing;Singapore;;TRUE;M;Goh;Cheng Liang;;1927;6;114,41;.372062527Trillions;84,8;100,6;83,1;13,1;21;5703569;1,352083;103,819836
124;14200;Kumar Birla;55;India;Mumbai;Commodities;Diversified;India;;FALSE;M;Birla;Kumar;;1967;6;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
124;14200;Aliko Dangote;65;Nigeria;Lagos;Cement, sugar;Manufacturing;Nigeria;Dangote Group;TRUE;M;Dangote;Aliko;CEO;1957;4;267,51;.448120429Trillions;10,2;84,7;54,3;1,5;34,8;200963599;9,081999;8,675277
126;14100;Kwong Siu-hing;93;Hong Kong;Hong Kong;Real estate;Real Estate;Hong Kong;;FALSE;F;Kwong;Siu-hing;;1929;12;;;;;;;;;;
127;14000;Idan Ofer;67;United Kingdom;London;Shipping;Diversified;Israel;;FALSE;M;Ofer;Idan;;1955;10;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
128;13900;Chen Bang;57;China;Changsha;Hospitals;Healthcare;China;;TRUE;M;Chen;Bang;;1965;9;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
128;13900;Lui Che Woo;94;Hong Kong;Hong Kong;Casinos/hotels;Gambling & Casinos;Hong Kong;;TRUE;M;Lui;Che Woo;;1929;4;;;;;;;;;;
130;13700;John Fredriksen;78;United Kingdom;London;Shipping;Logistics;Cyprus;;TRUE;M;Fredriksen;John;Investor;1945;2;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
130;13700;Diane Hendricks;76;United States;Afton;Building supplies;Construction & Engineering;United States;ABC Supply;TRUE;F;Hendricks;Diane;Cofounder;1947;3;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
130;13700;Jan Koum;47;United States;Atherton;WhatsApp;Technology;United States;WhatsApp Inc.;TRUE;M;Koum;Jan;CEO, cofounder;1976;2;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
133;13300;Jerry Jones;80;United States;Dallas;Dallas Cowboys;Sports;United States;Dallas Cowboys;TRUE;M;Jones;Jerry;President and General Manager;1942;10;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
133;13300;George Kaiser;80;United States;Tulsa;Oil & gas, banking;Energy;United States;BOK Financial Corp.;FALSE;M;Kaiser;George;Chairman;1942;7;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
133;13300;Joseph Lau;71;Hong Kong;Hong Kong;Real estate;Real Estate;Hong Kong;;TRUE;M;Lau;Joseph;;1951;7;;;;;;;;;;
136;13200;Lu Xiangyang;60;China;Guangzhou;Automobiles, batteries;Automotive;China;;TRUE;M;Lu;Xiangyang;;1962;12;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
137;13100;Harry Triguboff;90;Australia;Sydney;Real estate;Real Estate;Australia;;TRUE;M;Triguboff;Harry;;1933;3;119,8;1.392680589Trillions;113,1;100,3;82,7;23;47,4;25766605;-25,274398;133,775136
138;12900;Uday Kotak;64;India;Mumbai;Banking;Finance & Investments;India;;TRUE;M;Kotak;Uday;;1959;3;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
138;12900;Stanley Kroenke;75;United States;Electra;Sports, real estate;Sports;United States;;TRUE;M;Kroenke;Stanley;;1947;7;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
140;12600;Mikhail Fridman;58;United Kingdom;London;Oil, banking, telecom;Energy;Russia;;TRUE;M;Fridman;Mikhail;;1964;4;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
141;12300;Sarath Ratanavadi;57;Thailand;Bangkok;Energy;Energy;Thailand;;TRUE;M;Ratanavadi;Sarath;;1965;7;113,27;.543649976Trillions;49,3;99,8;76,9;14,9;29,5;69625582;15,870032;100,992541
142;12200;Dang Yanbao;50;China;Yinchuan;Coal;Metals & Mining;China;;TRUE;M;Dang;Yanbao;;1973;2;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
142;12200;Jiang Rensheng & family;69;China;Chongqing;Vaccines;Healthcare;China;;TRUE;M;Jiang;Rensheng;;1953;10;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
144;12100;Shahid Khan;72;United States;Naples;Auto parts;Automotive;United States;;TRUE;M;Khan;Shahid;;1950;7;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
145;12000;Laurene Powell Jobs & family;59;United States;Palo Alto;Apple, Disney;Technology;United States;Emerson Collective;FALSE;F;Powell Jobs;Laurene;Investor, Philanthropist;1963;11;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
146;11800;Robert Kuok;99;Hong Kong;Hong Kong;Palm oil, shipping, property;Diversified;Malaysia;;TRUE;M;Kuok;Robert;;1923;10;;;;;;;;;;
147;11600;Stephen Ross;82;United States;New York;Real estate;Real Estate;United States;;TRUE;M;Ross;Stephen;;1940;5;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
148;11500;Pavel Durov;38;United Arab Emirates;Dubai;Messaging app;Technology;United Arab Emirates;;TRUE;M;Durov;Pavel;;1984;10;114,52;.421142268Trillions;36,8;108,4;77,8;0,1;15,9;9770529;23,424076;53,847818
148;11500;Andreas Struengmann & family;73;Germany;Tegernsee;Pharmaceuticals;Healthcare;Germany;;TRUE;M;Struengmann;Andreas;;1950;2;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
148;11500;Thomas Struengmann & family;73;Germany;Tegernsee;Pharmaceuticals;Healthcare;Germany;;TRUE;M;Struengmann;Thomas;;1950;2;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
151;11400;Liu Hanyuan;59;China;Chengdu;Agribusiness;Food & Beverage;China;;TRUE;M;Liu;Hanyuan;;1964;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
151;11400;Michael Rubin;50;United States;Bryn Mawr;Online retail;Fashion & Retail;United States;Kynetic;TRUE;M;Rubin;Michael;CEO;1972;7;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
153;11300;Israel Englander;74;United States;New York;Hedge funds;Finance & Investments;United States;Millennium Management, L.L.C.;TRUE;M;Englander;Israel;Founder;1948;9;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
153;11300;Viatcheslav Kantor;69;Israel;Herzliya;Fertilizer, real estate;Manufacturing;Russia;;TRUE;M;Kantor;Viatcheslav;;1953;9;108,15;.395098666Trillions;63,4;104,9;82,8;23,1;25,3;9053300;31,046051;34,851612
153;11300;Anthony Pratt;62;Australia;Melbourne;Manufacturing;Manufacturing;Australia;;FALSE;M;Pratt;Anthony;;1960;4;119,8;1.392680589Trillions;113,1;100,3;82,7;23;47,4;25766605;-25,274398;133,775136
153;11300;Mikhail Prokhorov;57;Switzerland;Frauenfeld;Investments;Finance & Investments;Russia;;TRUE;M;Prokhorov;Mikhail;;1965;5;99,55;.703082435Trillions;59,6;105,2;83,6;10,1;28,8;8574832;46,818188;8,227512
157;11100;Giorgio Armani;88;Italy;Milan;Luxury goods;Fashion & Retail;Italy;;TRUE;M;Armani;Giorgio;;1934;7;110,62;2.001244392Trillions;61,9;101,9;82,9;24,3;59,1;60297396;41,87194;12,56738
157;11100;Johann Rupert & family;72;South Africa;Cape Town;Luxury goods;Fashion & Retail;South Africa;;FALSE;M;Rupert;Johann;;1950;6;158,93;.351431649Trillions;22,4;100,9;63,9;27,5;29,2;58558270;-30,559482;22,937506
159;11000;Gong Hongjia & family;58;Hong Kong;Hong Kong;Video surveillance;Finance & Investments;Hong Kong;;TRUE;M;Gong;Hongjia;;1965;1;;;;;;;;;;
159;11000;Zhang Zhidong;51;China;Shenzhen;Internet media;Technology;China;;TRUE;M;Zhang;Zhidong;;1972;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
161;10900;Philip Anschutz;83;United States;Denver;Energy, sports, entertainment;Finance & Investments;United States;;FALSE;M;Anschutz;Philip;;1939;12;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
161;10900;Judy Love & family;85;United States;Oklahoma City;Gas stations;Fashion & Retail;United States;Love's Travel Stops and Country Stores;TRUE;F;Love;Judy;Chairman and CEO;1937;6;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
161;10900;Ricardo Salinas Pliego & family;67;Mexico;Mexico City;Retail, media;Fashion & Retail;Mexico;;FALSE;M;Salinas Pliego;Ricardo;;1955;10;141,54;1.258286717Trillions;40,2;105,8;75;13,1;55,1;126014024;23,634501;-102,552784
164;10700;Donald Newhouse;93;United States;New York;Media;Media & Entertainment;United States;;FALSE;M;Newhouse;Donald;;1929;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
165;10600;Robert Kraft;81;United States;Brookline;Manufacturing, New England Patriots;Sports;United States;The Kraft Group;TRUE;M;Kraft;Robert;Chairman & CEO;1941;6;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
165;10600;Marcel Herrmann Telles;73;Brazil;Sao Paulo;Beer;Food & Beverage;Brazil;;TRUE;M;Telles;Marcel Herrmann;;1950;1;167,4;1.839758041Trillions;51,3;115,4;75,7;14,2;65,1;212559417;-14,235004;-51,92528
167;10500;Suleiman Kerimov & family;57;Russia;Moscow;Gold;Finance & Investments;Russia;;TRUE;M;Kerimov & family;Suleiman;;1966;3;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
167;10500;Sky Xu;39;China;Guangzhou;E-commerce;Fashion & Retail;China;;TRUE;M;Xu;Sky;;1984;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
167;10500;Changpeng Zhao;45;United Arab Emirates;Dubai;Cryptocurrency exchange;Finance & Investments;Canada;;TRUE;M;Zhao;Changpeng;;1977;9;114,52;.421142268Trillions;36,8;108,4;77,8;0,1;15,9;9770529;23,424076;53,847818
170;10300;Andrew Beal;70;United States;Dallas;Banks, real estate;Finance & Investments;United States;;TRUE;M;Beal;Andrew;;1952;11;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
171;10200;Mike Cannon-Brookes;43;Australia;Sydney;Software;Technology;Australia;;TRUE;M;Cannon-Brookes;Mike;;1979;11;119,8;1.392680589Trillions;113,1;100,3;82,7;23;47,4;25766605;-25,274398;133,775136
171;10200;Carl Cook;60;United States;Bloomington;Medical devices;Healthcare;United States;;FALSE;M;Cook;Carl;;1962;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
171;10200;David Duffield;82;United States;Incline Village;Business software;Technology;United States;Workday;TRUE;M;Duffield;David;Chairman and Cofounder;1940;9;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
171;10200;Jeffery Hildebrand;64;United States;Houston;Oil;Energy;United States;;TRUE;M;Hildebrand;Jeffery;;1959;3;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
171;10200;Viktor Rashnikov;74;Russia;Magnitogorsk;Steel;Manufacturing;Russia;;TRUE;M;Rashnikov;Viktor;;1948;10;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
171;10200;Eduardo Saverin;41;Singapore;Singapore;Facebook;Technology;Brazil;Meta Platforms;TRUE;M;Saverin;Eduardo;Investor;1982;3;114,41;.372062527Trillions;84,8;100,6;83,1;13,1;21;5703569;1,352083;103,819836
171;10200;Georg Schaeffler;58;Germany;Herzogenaurach;Auto parts;Automotive;Germany;;FALSE;M;Schaeffler;Georg;;1964;10;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
171;10200;Christy Walton;74;United States;Jackson;Walmart;Fashion & Retail;United States;;FALSE;F;Walton;Christy;;1949;2;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
179;10100;Scott Farquhar;43;Australia;Sydney;Software;Technology;Australia;;TRUE;M;Farquhar;Scott;;1979;12;119,8;1.392680589Trillions;113,1;100,3;82,7;23;47,4;25766605;-25,274398;133,775136
179;10100;Quek Leng Chan;81;Malaysia;Kuala Lumpur;Banking, property;Diversified;Malaysia;;FALSE;M;Quek;Leng Chan;;1941;8;121,46;.364701518Trillions;45,1;105,3;76;12;38,7;32447385;4,210484;101,975766
179;10100;Wu Yajun;59;China;Beijing;Real estate;Real Estate;China;;TRUE;F;Wu;Yajun;;1964;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
182;10000;Autry Stephens;85;United States;Midland;Oil;Energy;United States;;TRUE;M;Stephens;Autry;;1938;3;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
183;9900;Liu Yongxing;74;China;Shanghai;Diversified;Service;China;East Hope Group;TRUE;M;Liu;Yongxing;Chairman;1948;6;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
184;9800;Vinod Adani;74;United Arab Emirates;Dubai;Infrastructure, commodities;Diversified;Cyprus;;TRUE;M;Adani;Vinod;;1949;1;114,52;.421142268Trillions;36,8;108,4;77,8;0,1;15,9;9770529;23,424076;53,847818
184;9800;Nicolas Puech;80;Switzerland;Martigny;Hermes;Fashion & Retail;France;;FALSE;M;Puech;Nicolas;;1943;1;99,55;.703082435Trillions;59,6;105,2;83,6;10,1;28,8;8574832;46,818188;8,227512
184;9800;Jacques Saadé, Jr.;51;France;Marseille;Shipping;Logistics;France;;FALSE;M;Saadé;Jacques;;1971;8;110,05;2.715518274Trillions;65,6;102,5;82,5;24,2;60,7;67059887;46,227638;2,213749
184;9800;Rodolphe Saadé;53;France;Marseille;Shipping;Logistics;France;CMA CGM;FALSE;M;Saadé;Rodolphe;Chairman and CEO;1970;3;110,05;2.715518274Trillions;65,6;102,5;82,5;24,2;60,7;67059887;46,227638;2,213749
184;9800;Tanya Saadé Zeenny;55;France;Marseille;Shipping;Logistics;France;;FALSE;F;Saadé Zeenny;Tanya;;1968;2;110,05;2.715518274Trillions;65,6;102,5;82,5;24,2;60,7;67059887;46,227638;2,213749
184;9800;Melker Schorling & family;75;Sweden;Stockholm;Investments;Finance & Investments;Sweden;;TRUE;M;Schorling;Melker;;1947;5;110,51;.530832909Trillions;67;126,6;82,5;27,9;49,1;10285453;60,128161;18,643501
190;9700;Andrei Guriev & family;63;Russia;Moscow;Fertilizers;Manufacturing;Russia;;TRUE;M;Guriev & family;Andrei;;1960;3;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
190;9700;Michael Kim;59;South Korea;Seoul;Private equity;Finance & Investments;United States;MBK Partners;TRUE;M;Kim;Michael;;1963;10;115,16;2.029000000Trillions;94,3;98,1;82,6;15,6;33,2;51709098;35,907757;127,766922
190;9700;Lei Jun;53;China;Beijing;Smartphones;Technology;China;Xiaomi;TRUE;M;Lei;Jun;Founder and CEO;1969;12;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
190;9700;Friedhelm Loh;76;Germany;Haiger;Manufacturing;Manufacturing;Germany;;FALSE;M;Loh;Friedhelm;;1946;8;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
190;9700;Sun Piaoyang;64;China;Lianyungang;Pharmaceuticals;Healthcare;China;;TRUE;M;Sun;Piaoyang;;1958;9;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
195;9600;Rick Cohen & family;70;United States;Keene;Warehouse automation;Technology;United States;C&S Wholesale Grocers;FALSE;M;Cohen;Rick;Entrepreneur;1952;7;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
195;9600;Jin Baofang;70;China;Xingtai;Solar panels;Energy;China;;TRUE;M;Jin;Baofang;;1952;9;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
195;9600;Luo Liguo & family;67;China;Ningbo;Chemicals;Manufacturing;China;;TRUE;M;Luo;Liguo;;1956;3;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
195;9600;Marijke Mars;58;United States;Los Angeles;Candy, pet food;Food & Beverage;United States;;FALSE;F;Mars;Marijke;;1964;7;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
195;9600;Pamela Mars;62;United States;Alexandria;Candy, pet food;Food & Beverage;United States;;FALSE;F;Mars;Pamela;;1960;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
195;9600;Valerie Mars;64;United States;New York;Candy, pet food;Food & Beverage;United States;;FALSE;F;Mars;Valerie;;1959;1;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
195;9600;Victoria Mars;66;United States;Philadelphia;Candy, pet food;Food & Beverage;United States;;FALSE;F;Mars;Victoria;;1956;12;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
202;9500;Vincent Bolloré & family;71;France;Paris;Investments;Finance & Investments;France;;FALSE;M;Bolloré;Vincent;;1952;4;110,05;2.715518274Trillions;65,6;102,5;82,5;24,2;60,7;67059887;46,227638;2,213749
202;9500;Jim Pattison;94;Canada;Vancouver;Diversified;Diversified;Canada;Jim Pattison Group;TRUE;M;Pattison;Jim;Founder, Chairman and CEO;1928;10;116,76;1.736425630Trillions;68,9;100,9;81,9;12,8;24,5;36991981;56,130366;-106,346771
204;9400;Ernesto Bertarelli;57;Switzerland;Gstaad;Biotech, investments;Healthcare;Switzerland;;FALSE;M;Bertarelli;Ernesto;;1965;9;99,55;.703082435Trillions;59,6;105,2;83,6;10,1;28,8;8574832;46,818188;8,227512
204;9400;Wang Xing;44;China;Beijing;Food delivery;Technology;China;;TRUE;M;Wang;Xing;;1979;2;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
206;9300;Brian Chesky;41;United States;San Francisco;Airbnb;Technology;United States;Airbnb, Inc.;TRUE;M;Chesky;Brian;CEO and Cofounder;1981;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
206;9300;James Dyson;75;United Kingdom;Gloucestershire;Vacuums;Manufacturing;United Kingdom;;TRUE;M;Dyson;James;;1947;5;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
208;9200;Roman Abramovich & family;56;Russia;Moscow;Steel, investments;Diversified;Russia;;TRUE;M;Abramovich;Roman;;1966;10;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
208;9200;Antonia Ax:son Johnson & family;79;Sweden;Stockholm;Diversified;Diversified;Sweden;;FALSE;F;Ax:son Johnson;Antonia;;1943;9;110,51;.530832909Trillions;67;126,6;82,5;27,9;49,1;10285453;60,128161;18,643501
208;9200;Daniel Kretinsky;47;Czech Republic;Prague;Energy, investments;Energy;Czech Republic;;TRUE;M;Kretinsky;Daniel;;1975;7;116,48;.246489245Trillions;64,1;100,7;79;14,9;46,1;10669709;49,817492;15,472962
208;9200;John Malone;82;United States;Elizabeth;Cable television;Media & Entertainment;United States;;TRUE;M;Malone;John;;1941;3;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
208;9200;Azim Premji;77;India;Bangalore;Software services;Technology;India;Wipro Ltd.;FALSE;M;Premji;Azim;Founder Chairman;1945;7;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
208;9200;Charles Schwab;85;United States;Woodside;Discount brokerage;Finance & Investments;United States;Charles Schwab Corp.;TRUE;M;Schwab;Charles;Investor;1937;7;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
208;9200;Eric Smidt;63;United States;Beverly Hills;Hardware stores;Fashion & Retail;United States;;TRUE;M;Smidt;Eric;;1960;1;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
215;9000;David Cheriton;72;United States;Palo Alto;Google;Technology;Canada;Stanford University;TRUE;M;Cheriton;David;Professor;1951;3;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
215;9000;Ivan Glasenberg;66;Switzerland;Ruschlikon;Mining;Metals & Mining;Switzerland;;TRUE;M;Glasenberg;Ivan;;1957;1;99,55;.703082435Trillions;59,6;105,2;83,6;10,1;28,8;8574832;46,818188;8,227512
